Gene_Family	Sub_Family	Genomic_Locus_Tag
Organic Solute Cotransporters	Putative tetracycline transporter protein family	AT2G16990
Organic Solute Cotransporters	Putative tyrosine-specific transport protein	AT2G33260
Organic Solute Cotransporters	Similar to LeOPT1 family	AT2G02040
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G21670
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G69850
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G62730
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G33440
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G27040
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G25260
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G25280
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G54450
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G01180
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G14940
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G22540
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G59740
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G62200
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G72120
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G54140
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G19640
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G46040
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G46050
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G62680
Organic Solute Cotransporters	Similar to LeOPT1 family	AT4G21680
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G13400
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G28470
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G32450
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G72130
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G72140
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G18880
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G22550
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G22570
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G27080
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G52190
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G68570
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G12110
Organic Solute Cotransporters	Similar to LeOPT1 family	AT2G26690
Organic Solute Cotransporters	Similar to LeOPT1 family	AT5G11570
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G69860
Organic Solute Cotransporters	Similar to LeOPT1 family	AT1G69870
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G01350
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G47960
Organic Solute Cotransporters	Similar to LeOPT1 family	AT2G02020
Organic Solute Cotransporters	Similar to LeOPT1 family	AT2G37900
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45650
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45660
Organic Solute Cotransporters	Similar to LeOPT1 family	AT2G40460
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G16180
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45680
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45690
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45700
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45710
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G45720
Organic Solute Cotransporters	Similar to LeOPT1 family	AT3G53960
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT5G15100
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT5G57090
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT1G77110
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT1G70940
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT1G73590
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT1G23080
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT2G01420
Organic Solute Cotransporters	Similarity to auxin transport protein family	AT5G16530
Organic Solute Cotransporters	Similarity to cationic amino acid transporter 1 family	AT1G31820
Organic Solute Cotransporters	Similarity to cationic amino acid transporter 1 family	AT1G31830
Organic Solute Cotransporters	Similarity to cationic amino acid transporter 1 family	AT3G19553
Organic Solute Cotransporters	Similarity to cationic amino acid transporter 1 family	AT3G13620
Organic Solute Cotransporters	Similarity to cationic amino acid transporter 1 family	AT5G05630
Organic Solute Cotransporters	Sucrose-proton symporter family	AT1G71890
Organic Solute Cotransporters	Sucrose-proton symporter family	AT1G22710
Organic Solute Cotransporters	Sucrose-proton symporter family	AT1G09960
Organic Solute Cotransporters	Sucrose-proton symporter family	AT2G02860
Organic Solute Cotransporters	Sucrose-proton symporter family	AT2G14670
Organic Solute Cotransporters	Sucrose-proton symporter family	AT1G71880
Organic Solute Cotransporters	Sucrose-proton symporter family	AT5G06170
Organic Solute Cotransporters	Sucrose-proton symporter family	AT5G43610
Organic Solute Cotransporters	Sucrose-proton symporter family	AT1G66570
Organic Solute Cotransporters	Sugar transporter family	AT1G79360
Organic Solute Cotransporters	Sugar transporter family	AT1G79410
Organic Solute Cotransporters	Sugar transporter family	AT3G20660
Organic Solute Cotransporters	Sugar transporter family	AT1G16370
Organic Solute Cotransporters	Sugar transporter family	AT1G16390
Organic Solute Cotransporters	Sugar transporter family	AT1G73220
Organic Solute Cotransporters	Sugar transporter-like protein family	AT1G20840
Organic Solute Cotransporters	Sugar transporter-like protein family	AT4G35300
Organic Solute Cotransporters	Sugar transporter-like protein family	AT3G51490
Organic Solute Cotransporters	The Nucleobase:Cation Symporter-1 (NCS1) Family	AT5G03560
Organic Solute Cotransporters	Transporter like protein family	AT2G38460
Organic Solute Cotransporters	Transporter like protein family	AT2G38460
Organic Solute Cotransporters	UDP-galactose transporter related protein-like family	AT5G59740
Organic Solute Cotransporters	UDP-galactose transporter related protein-like family	AT3G46180
Organic Solute Cotransporters	Uracil transporter-like protein	AT2G38100
Organic Solute Cotransporters	Urea active transporter-like protein	AT5G45380
Orphan Transcription Factor Family	NULL	At1g06040
Orphan Transcription Factor Family	NULL	At5g61850
PCBPs	NULL	At1g27460
PCBPs	NULL	At4g28600
PCBPs	NULL	At2g43040
PHD Transcription Factor Family	NULL	At1g05380
PHD Transcription Factor Family	NULL	At2g36720
PHD Transcription Factor Family	NULL	At3g14980
PHD Transcription Factor Family	NULL	At3g53680
PHD Transcription Factor Family	NULL	At4g14920
PHD Transcription Factor Family	NULL	At5g12400
PHD Transcription Factor Family	NULL	At5g22260
PHD Transcription Factor Family	NULL	At5g35210
PHD Transcription Factor Family	NULL	At5g36670
PHD Transcription Factor Family	NULL	At5g58610
PHD Transcription Factor Family	NULL	At5g63900
Phospholipase D	NULL	AT1G55180
Phospholipase D	NULL	AT3G16785
Phospholipase D	NULL	AT5G25370
Phospholipase D	NULL	AT4G35790
Phospholipase D	NULL	AT2G42010
Phospholipase D	NULL	AT4G11830
Phospholipase D	NULL	AT4G11850
Phospholipase D	NULL	AT3G05630
Phospholipase D	NULL	AT4G00240
Phospholipase D	NULL	AT1G52570
Phospholipase D	NULL	AT4G11840
Phospholipase D	NULL	AT3G15730
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT2G42010
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT1G55180
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT4G00240
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT1G52570
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT5G25370
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT4G11830
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT4G11840
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT4G11850
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT4G35790
Phospholipase D (Zarsky group)	C2-PLD subfamily	AT3G15730
Phospholipase D (Zarsky group)	PXPH-PLD subfamily	AT3G16790
Phospholipase D (Zarsky group)	PXPH-PLD subfamily	AT3G16785
Phospholipase D (Zarsky group)	PXPH-PLD subfamily	AT3G05630
Phosphoribosyltransferases (PRT)	Adenine Phosphoribosyltransferases	At1g27450
Phosphoribosyltransferases (PRT)	Adenine Phosphoribosyltransferases	At1g80050
Phosphoribosyltransferases (PRT)	Adenine Phosphoribosyltransferases	At4g12440
Phosphoribosyltransferases (PRT)	Adenine Phosphoribosyltransferases	At4g22570
Phosphoribosyltransferases (PRT)	Adenine Phosphoribosyltransferases	At5g11160
Phosphoribosyltransferases (PRT)	Hypoxanthine-Guanine-Phosphoribosyltransferases	At1g71750
Phosphoribosyltransferases (PRT)	PRPP-Amidotransferases	At2g16570
Phosphoribosyltransferases (PRT)	PRPP-Amidotransferases	At4g34740
Phosphoribosyltransferases (PRT)	PRPP-Amidotransferases	At4g38880
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At1g55810
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At4g26510
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At3g27440
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At3g27190
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At5g40870
Phosphoribosyltransferases (PRT)	Uracil Phosphoribosyltransferases	At3g53900
Pirin-like proteins	NULL	At1g50590
Pirin-like proteins	NULL	At3g59220
Pirin-like proteins	NULL	At3g59260
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT4G18780
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT5G09870
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT5G64740
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT4G39350
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT5G05170
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT5G17420
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT4G32410
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT5G44030
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT2G21770
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase; AtCesA"	AT2G25540
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslB"	AT2G32530
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslB"	AT2G32540
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslB"	AT2G32610
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslB"	AT2G32620
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslD"	AT5G16910
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslD"	AT1G32180
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslD"	AT2G33100
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslD"	AT3G03050
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslD"	AT4G38190
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslE"	AT1G55850
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslG"	AT4G23990
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslG"	AT4G24000
Plant Cell Wall Biosynthesis Families	"Cellulose Synthase-like; AtCslG"	AT4G24010
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT5G13000
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT1G06490
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT3G14570
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT3G07160
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT5G36870
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT2G36850
Plant Cell Wall Biosynthesis Families	"Glucan Synthase-like; AtGsl"	AT3G59100
Plant defensins superfamily	Plant defensins family 1	At1g19610
Plant defensins superfamily	Plant defensins family 1	At1g55010
Plant defensins superfamily	Plant defensins family 1	At1g75830
Plant defensins superfamily	Plant defensins family 1	At5g44420
Plant defensins superfamily	Plant defensins family 1	At5g44430
Plant defensins superfamily	Plant defensins family 1	At2g26010
Plant defensins superfamily	Plant defensins family 1	At2g26020
Plant defensins superfamily	Plant defensins family 2	At1g61070
Plant defensins superfamily	Plant defensins family 2	At5g63660
Plant defensins superfamily	Plant defensins family 2	At2g02100
Plant defensins superfamily	Plant defensins family 2	At2g02120
Plant defensins superfamily	Plant defensins family 2	At2g02130
Plant defensins superfamily	Plant defensins family 2	At2g02140
Plant defensins superfamily	Plant defensins family 3	At4g30070
Plant defensins superfamily	Plant defensins family 3	At5g38330
Plant U-box protein (PUB) 	Class I	AT5g15400 
Plant U-box protein (PUB) 	Class II	AT1g29340
Plant U-box protein (PUB) 	Class II	AT5g42340
Plant U-box protein (PUB) 	Class II	AT3g46510
Plant U-box protein (PUB) 	Class II	AT2g23140
Plant U-box protein (PUB) 	Class II	AT1g27910
Plant U-box protein (PUB) 	Class II	AT1g24330
Plant U-box protein (PUB) 	Class II	AT1g68940
Plant U-box protein (PUB) 	Class II	AT1g76390
Plant U-box protein (PUB) 	Class II	AT5g67530
Plant U-box protein (PUB) 	Class II	AT3g07360
Plant U-box protein (PUB) 	Class II	AT3g47820
Plant U-box protein (PUB) 	Class II	AT3g54850
Plant U-box protein (PUB) 	Class II	AT5g62560
Plant U-box protein (PUB) 	Class II	AT4g21350
Plant U-box protein (PUB) 	Class II	AT4g36550
Plant U-box protein (PUB) 	Class II	AT5g01830
Plant U-box protein (PUB) 	Class II	AT5g18320
Plant U-box protein (PUB) 	Class II	AT5g18330
Plant U-box protein (PUB) 	Class II	AT5g18340
Plant U-box protein (PUB) 	Class II	AT5g40140
Plant U-box protein (PUB) 	Class II	AT5g65200
Plant U-box protein (PUB) 	Class II	AT1g60190
Plant U-box protein (PUB) 	Class II	AT2g28830
Plant U-box protein (PUB) 	Class II	AT1g10560
Plant U-box protein (PUB) 	Class II	AT1g71020
Plant U-box protein (PUB) 	Class II	AT1g20780
Plant U-box protein (PUB) 	Class II	AT1g23030
Plant U-box protein (PUB) 	Class II	AT1g67530
Plant U-box protein (PUB) 	Class II	AT3g54790
Plant U-box protein (PUB) 	Class II	AT5g67340
Plant U-box protein (PUB) 	Class III	AT3g19380
Plant U-box protein (PUB) 	Class III	AT3g52450
Plant U-box protein (PUB) 	Class III	AT5g37490
Plant U-box protein (PUB) 	Class III	AT5g09800
Plant U-box protein (PUB) 	Class III	AT2g35930
Plant U-box protein (PUB) 	Class III	AT1g66160
Plant U-box protein (PUB) 	Class III	AT5g65920
Plant U-box protein (PUB) 	Class III	AT3g18710
Plant U-box protein (PUB) 	Class III	AT1g49780
Plant U-box protein (PUB) 	Class III	AT5g64660
Plant U-box protein (PUB) 	Class III	AT3g11840
Plant U-box protein (PUB) 	Class III	AT3g49810
Plant U-box protein (PUB) 	Class IV	AT5g51270
Plant U-box protein (PUB) 	Class IV	AT5g61550
Plant U-box protein (PUB) 	Class IV	AT5g61560
Plant U-box protein (PUB) 	Class IV	AT5g65500
Plant U-box protein (PUB) 	Class IV	AT2g45910
Plant U-box protein (PUB) 	Class IV	AT2g19410
Plant U-box protein (PUB) 	Class IV	AT4g25160
Plant U-box protein (PUB) 	Class IV	AT3g49060
Plant U-box protein (PUB) 	Class V	AT1g01660
Plant U-box protein (PUB) 	Class V	AT1g01680
Plant U-box protein (PUB) 	Class V	AT1g56030
Plant U-box protein (PUB) 	Class V	AT1g56040
Plant U-box protein (PUB) 	Class V	AT2g45920
Plant U-box protein (PUB) 	Class V	AT3g61390
Plant U-box protein (PUB) 	Class V	AT1g01670
Plant U-box protein (PUB) 	Class VI	AT1g04510
Plant U-box protein (PUB) 	Class VI	AT2g33340
Plant U-box protein (PUB) 	Class VII	AT3g07370
Pollen Coat Proteome	EF-hand Ca2+ binding protein	AT1G23240
Pollen Coat Proteome	Lipase proteins	AT1G75910
Pollen Coat Proteome	Lipase proteins	AT1G75930
Pollen Coat Proteome	Lipid-binding oleosin	AT5G07510
Pollen Coat Proteome	Lipid-binding oleosin	AT5G07520
Pollen Coat Proteome	Lipid-binding oleosin	AT5G07540
Pollen Coat Proteome	Lipid-binding oleosin	AT5G07530
Pollen Coat Proteome	Lipid-binding oleosin	AT5G07550
Pollen Coat Proteome	NULL	AT4G20670
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G24640
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT5G09280
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT5G48900
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT5G55720
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT5G63180
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G54920
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT4G13210
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT4G22080
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT4G22090
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G53190
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G55140
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT5G15110
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT1G14420
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT1G30350
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G24230
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT1G11920
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G01270
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G07010
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT3G09540
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT4G24780
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT2G02720
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT1G04680
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 1	AT4G13710
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT1G09880
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT1G09890
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT1G09910
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT4G37950
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT4G37960
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT4G38030
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT4G24430
Polysaccharide Lyase Gene Families	Polysaccharide Lyase Family 4	AT2G22620
PP2C-type phosphatases	Group A	AT4g26080
PP2C-type phosphatases	Group A	AT5g57050
PP2C-type phosphatases	Group A	AT1g72770
PP2C-type phosphatases	Group A	AT1g07430
PP2C-type phosphatases	Group A	AT2g29380
PP2C-type phosphatases	Group A	AT3g11410
PP2C-type phosphatases	Group A	AT5g51760
PP2C-type phosphatases	Group A	AT5g59220
PP2C-type phosphatases	Group A	AT1g17550
PP2C-type phosphatases	Group B	AT1g07160
PP2C-type phosphatases	Group B	AT1g67820
PP2C-type phosphatases	Group B	AT2g30020
PP2C-type phosphatases	Group B	AT2g40180
PP2C-type phosphatases	Group B	AT3g27140
PP2C-type phosphatases	Group B	AT4g08260
PP2C-type phosphatases	Group C	AT2g28890
PP2C-type phosphatases	Group C	AT2g35350
PP2C-type phosphatases	Group C	AT3g09400
PP2C-type phosphatases	Group C	AT5g02400
PP2C-type phosphatases	Group C	AT1g07630
PP2C-type phosphatases	Group C	AT2g46920
PP2C-type phosphatases	Group C	AT3g16560
PP2C-type phosphatases	Group D	AT3g12620
PP2C-type phosphatases	Group D	AT4g33920
PP2C-type phosphatases	Group D	AT4g38520
PP2C-type phosphatases	Group D	AT5g02760
PP2C-type phosphatases	Group D	AT5g66080
PP2C-type phosphatases	Group D	AT3g17090
PP2C-type phosphatases	Group D	AT5g06750
PP2C-type phosphatases	Group D	AT3g51370
PP2C-type phosphatases	Group D	AT3g55050
PP2C-type phosphatases	Group E	AT1g03590
PP2C-type phosphatases	Group E	AT1g16220
PP2C-type phosphatases	Group E	AT1g79630
PP2C-type phosphatases	Group E	AT3g02750
PP2C-type phosphatases	Group E	AT2g20050
PP2C-type phosphatases	Group E	AT3g05640
PP2C-type phosphatases	Group E	AT3g06270
PP2C-type phosphatases	Group E	AT3g16800
PP2C-type phosphatases	Group E	AT4g32950
PP2C-type phosphatases	Group E	AT5g01700
PP2C-type phosphatases	Group E	AT5g26010
PP2C-type phosphatases	Group E	AT5g36250
PP2C-type phosphatases	Group E	AT5g27930
PP2C-type phosphatases	Group F	AT1g34750
PP2C-type phosphatases	Group F	AT1g43900
PP2C-type phosphatases	Group F	AT2g34740
PP2C-type phosphatases	Group F	AT3g15260
PP2C-type phosphatases	Group F	AT3g23360
PP2C-type phosphatases	Group F	AT4g31750
PP2C-type phosphatases	Group F	AT5g24940
PP2C-type phosphatases	Group F	AT1g22280
PP2C-type phosphatases	Group F	AT1g78200
PP2C-type phosphatases	Group F	AT2g20630
PP2C-type phosphatases	Group F	AT4g28400
PP2C-type phosphatases	Group F	AT5g53140
PP2C-type phosphatases	Group F	AT5g10740
PP2C-type phosphatases	Group G	AT2g25620
PP2C-type phosphatases	Group G	AT2g33700
PP2C-type phosphatases	Group G	AT3g51470
PP2C-type phosphatases	Group G	AT3g62260
PP2C-type phosphatases	Group G	AT1g48040
PP2C-type phosphatases	Group G	AT3g17250
PP2C-type phosphatases	Group H	AT1g09160
PP2C-type phosphatases	Group H	AT1g68410
PP2C-type phosphatases	Group H	AT1g47380
PP2C-type phosphatases	Group I	AT2g25070
PP2C-type phosphatases	Group I	AT4g31860
PP2C-type phosphatases	Group J	AT3g63320
PP2C-type phosphatases	Group J	AT3g63340
PP2C-type phosphatases	NULL	AT5g19280
PP2C-type phosphatases	NULL	AT1g75010
PP2C-type phosphatases	NULL	AT2g40860
PP2C-type phosphatases	NULL	AT4g27800
PP2C-type phosphatases	NULL	AT4g11040
PP2C-type phosphatases	NULL	AT1g18030
PPI	NULL	At3g25230
PPI	NULL	At5g48570
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT4G29900
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT3G63380
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT3G57330
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT5G53010
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT5G57110
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT3G22910
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT1G27770
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT4G37640
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT2G22950
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT2G41560
Primary Pumps (ATPases) Gene Families	Ca2+-transporting ATPase-like protein family	AT3G21180
Primary Pumps (ATPases) Gene Families	Cadmium-transporting ATPase-like family	AT4G30110
Primary Pumps (ATPases) Gene Families	Cadmium-transporting ATPase-like family	AT2G19110
Primary Pumps (ATPases) Gene Families	Cation-transporting ATPase	AT5G23630
Primary Pumps (ATPases) Gene Families	Cu2+-transporting ATPase-like protein	AT4G37270
Primary Pumps (ATPases) Gene Families	Endoplasmic reticulum-type Ca-ATPase (ECA) family	AT4G00900
Primary Pumps (ATPases) Gene Families	Endoplasmic reticulum-type Ca-ATPase (ECA) family	AT1G07670
Primary Pumps (ATPases) Gene Families	Endoplasmic reticulum-type Ca-ATPase (ECA) family	AT1G07810
Primary Pumps (ATPases) Gene Families	Endoplasmic reticulum-type Ca-ATPase (ECA) family	AT1G10130
Primary Pumps (ATPases) Gene Families	Metal-transporting P-type ATPase family	AT5G44790
Primary Pumps (ATPases) Gene Families	Metal-transporting P-type ATPase family	AT1G63440
Primary Pumps (ATPases) Gene Families	Metal-transporting P-type ATPase family	AT4G33520
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT3G47950
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT4G11730
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT1G17260
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT4G30190
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT5G57350
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT1G80660
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT3G60330
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT3G42640
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT2G18960
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT5G62670
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT2G07560
Primary Pumps (ATPases) Gene Families	Plasma membrane H+-ATPase family	AT2G24520
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT3G25610
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT5G44240
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G68710
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT4G30120
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G59820
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G54280
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT5G04930
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G17500
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT3G27870
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G26130
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G13210
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT3G13900
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT1G72700
Primary Pumps (ATPases) Gene Families	Putative P-type ATPase family	AT2G23280
Primary Pumps (ATPases) Gene Families	Putative vacuolar proton-ATPase subunit 1 family	AT4G39080
Primary Pumps (ATPases) Gene Families	Putative vacuolar proton-ATPase subunit 1 family	AT2G21410
Primary Pumps (ATPases) Gene Families	Putative vacuolar proton-ATPase subunit 1 family	AT2G28520
Primary Pumps (ATPases) Gene Families	Vacuolar H+-pyrophosphatase family	AT1G15690
Primary Pumps (ATPases) Gene Families	Vacuolar H+-pyrophosphatase family	AT1G78920
Primary Pumps (ATPases) Gene Families	Vacuolar H+-pyrophosphatase family	AT1G16780
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT4G32530
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT4G38920
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT2G25610
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT2G16510
Primary Pumps (ATPases) Gene Families	Vacuolar proton-ATPase 16 kDa proteolipid family	AT1G75630
